05/17/2015,77,85,true,77,51,83,57,61,51,76,75,78,42
12/09/2014,24,36,false,73,73,43,7,21,47,22,66,5,94
09/04/2014,44,87,true,34,4,13,80,76,53,27,19,87,77
08/10/2014,75,19,true,39,42,63,95,74,38,34,2,41,33
03/12/2015,81,32,true,36,72,18,40,99,40,61,18,20,16
02/19/2015,87,71,false,17,54,35,41,6,26,89,78,98,31
11/18/2014,75,30,false,11,35,81,87,73,56,84,99,82,33
10/09/2014,2,59,false,11,72,61,41,43,61,60,25,58,93
07/17/2014,94,75,false,80,67,98,67,30,90,49,17,53,11
08/07/2014,2,74,false,83,68,77,54,42,25,67,4,65,93
04/01/2015,12,58,false,24,81,25,28,34,28,92,25,50,76
05/06/2015,91,55,true,45,61,42,36,26,50,94,61,47,24
05/16/2015,51,42,true,100,16,15,53,90,7,88,31,89,3
06/04/2015,87,95,true,24,47,83,2,23,72,24,80,13,87
06/06/2015,19,11,true,27,49,35,31,35,48,59,53,88,73
04/15/2015,17,57,false,44,68,28,65,17,28,84,28,17,18
05/12/2015,68,45,false,65,14,7,41,100,21,27,70,37,39
04/12/2015,29,82,true,26,82,66,11,13,9,81,73,58,67
02/12/2015,97,16,true,83,12,2,77,87,73,5,98,65,54
09/22/2014,47,78,false,29,97,77,62,86,77,97,74,24,11
09/13/2014,71,39,false,56,35,92,46,72,38,88,53,56,98
10/06/2014,30,42,true,82,9,9,84,46,73,7,75,90,85
02/02/2015,81,86,false,46,93,56,59,92,97,29,76,20,85
11/13/2014,98,74,true,62,80,71,42,32,15,43,28,16,97
05/30/2015,4,28,false,97,81,87,3,29,32,21,41,29,30
06/08/2014,32,50,true,61,81,19,31,42,100,31,47,60,99
01/21/2015,79,84,false,23,55,82,77,4,8,61,80,20,90
12/06/2014,9,28,false,36,2,56,31,51,2,28,79,30,27
02/18/2015,1,80,false,30,70,60,81,25,79,44,16,62,2
06/21/2014,91,100,false,38,41,94,14,7,61,48,53,95,59
11/28/2014,24,23,true,66,7,67,21,77,13,49,16,84,18
11/02/2014,51,43,true,65,94,62,54,86,25,60,92,40,81
07/10/2014,43,48,false,53,9,94,48,77,90,8,39,25,80
03/14/2015,50,89,false,74,22,97,19,21,6,61,50,52,76
08/17/2014,89,28,false,40,33,81,36,40,83,21,99,34,56
08/30/2014,82,76,true,90,83,12,29,89,39,10,43,46,93
10/04/2014,39,29,false,74,48,72,57,83,89,34,35,68,61
12/22/2014,97,46,false,34,66,6,74,53,84,12,56,95,28
04/19/2015,32,69,true,2,7,66,21,77,29,78,69,92,84
03/17/2015,44,15,true,28,6,78,16,62,88,37,86,82,70
04/26/2015,5,75,false,78,75,23,73,49,16,54,23,80,99
05/11/2015,30,85,true,5,56,77,45,56,91,61,66,25,51
02/11/2015,66,75,false,84,97,35,85,28,26,66,13,35,86
10/19/2014,49,96,true,64,32,39,62,98,94,13,78,89,6
02/13/2015,22,75,false,12,88,82,79,8,46,92,44,23,48
12/27/2014,59,72,false,83,83,8,77,44,11,2,30,74,37
04/05/2015,39,90,false,96,5,95,78,97,96,13,53,15,93
04/11/2015,97,35,false,9,9,73,53,39,76,17,86,19,43
10/15/2014,91,3,true,43,16,42,67,25,24,53,57,50,58
05/19/2015,3,96,false,3,55,43,53,98,80,60,94,83,49
06/21/2015,27,64,false,85,21,47,62,99,58,35,21,6,66
11/12/2014,6,35,false,27,80,11,67,41,92,75,60,16,57
09/29/2014,99,9,false,88,79,55,33,34,12,91,11,14,33
03/31/2015,81,16,false,71,8,47,75,97,22,100,35,9,100
10/12/2014,55,40,true,73,45,48,60,88,79,85,59,76,89
04/18/2015,99,43,false,47,69,64,47,49,25,41,81,94,82
04/26/2015,47,61,false,99,26,27,13,66,89,23,79,100,71
04/12/2015,75,96,false,79,44,100,27,38,99,6,86,80,84
10/31/2014,45,32,true,51,75,63,30,35,1,15,26,9,98
04/14/2015,43,22,false,28,1,69,5,24,29,25,60,46,61
03/29/2015,82,13,true,4,32,41,76,26,99,16,22,32,48
04/11/2015,11,57,false,64,16,64,2,63,56,7,9,15,63
07/15/2014,95,20,false,40,26,80,31,25,62,6,10,70,35
06/07/2015,28,35,false,48,61,73,7,44,86,54,92,85,59
10/17/2014,75,7,true,9,78,93,95,52,30,3,39,62,91
09/29/2014,10,84,false,1,30,30,64,73,33,82,49,18,97
11/08/2014,54,42,true,42,85,99,2,92,88,78,18,77,85
04/02/2015,99,44,true,40,17,71,87,69,75,71,39,62,41
03/19/2015,95,38,true,11,18,26,63,96,4,50,20,24,90
04/03/2015,33,64,true,95,84,35,22,16,53,50,85,86,67
03/04/2015,9,14,true,39,1,94,70,34,38,69,16,52,98
01/20/2015,75,39,true,96,2,50,51,93,44,40,55,47,14
11/13/2014,43,75,true,98,79,14,85,40,54,52,24,87,49
12/23/2014,91,23,true,65,71,62,2,38,30,87,30,31,85
11/11/2014,60,53,true,54,16,10,82,56,41,100,43,92,58
07/01/2015,94,93,false,95,91,14,50,13,2,83,62,11,32
09/13/2014,30,76,false,1,11,18,84,96,29,79,97,14,71
05/10/2015,37,21,true,17,96,25,32,2,9,89,13,39,67
01/22/2015,61,54,true,34,47,89,9,88,94,15,73,86,50
10/05/2014,60,27,false,47,68,64,97,54,43,27,8,50,81
01/09/2015,96,67,false,83,21,98,9,35,9,42,92,93,37
10/11/2014,59,32,false,98,7,45,28,73,89,66,84,14,35
11/02/2014,92,97,false,34,21,60,26,21,81,74,47,49,36
05/10/2015,50,28,false,47,59,20,35,84,4,8,95,76,77
04/29/2015,71,61,true,88,61,80,14,97,17,94,92,48,89
09/24/2014,12,10,true,77,69,79,57,51,16,91,18,19,80
08/31/2014,82,34,false,23,94,50,30,85,98,69,73,37,2
06/13/2015,66,28,true,25,13,88,25,65,20,11,86,56,88
03/04/2015,75,67,true,21,17,36,16,14,6,43,25,95,87
12/13/2014,98,72,false,97,93,3,58,77,23,69,1,12,13
06/05/2015,25,6,false,99,75,73,94,93,59,62,28,64,9
07/22/2014,18,46,false,12,4,14,57,12,52,4,55,1,37
05/14/2015,44,39,false,22,66,9,11,14,83,38,90,21,74
12/07/2014,61,64,false,71,4,63,46,4,9,63,96,49,43
02/17/2015,7,83,false,1,31,3,44,1,6,86,59,74,53
04/01/2015,19,100,true,23,52,11,49,85,55,2,26,91,85
09/29/2014,50,89,false,71,82,89,11,32,63,100,88,66,30
02/25/2015,1,80,true,32,78,31,31,55,39,37,57,100,63
12/24/2014,40,84,false,83,69,82,67,81,77,41,28,7,30
02/25/2015,98,29,false,92,33,18,15,14,90,64,9,59,2
06/16/2015,35,96,false,60,14,4,73,53,45,48,15,56,32
10/01/2014,78,18,false,97,90,91,60,46,10,16,14,66,12
06/03/2014,19,92,false,15,56,71,98,57,24,65,62,86,39
01/02/2015,45,68,true,69,35,81,44,93,98,16,68,50,34
11/08/2014,88,80,true,15,61,28,62,94,14,34,22,82,90
08/13/2014,34,51,true,52,58,50,76,11,45,19,67,69,44
08/17/2014,73,67,true,34,88,55,27,11,96,56,11,100,60
07/03/2014,82,95,false,94,11,87,87,30,81,32,27,20,84
01/29/2015,90,17,true,66,73,94,30,13,90,31,79,43,89
01/24/2015,8,46,true,10,36,46,72,33,7,90,51,71,64
04/01/2015,99,71,true,34,76,77,43,50,38,55,34,95,97
10/05/2014,8,90,true,82,84,48,69,34,64,71,97,33,35
10/11/2014,30,95,true,34,8,16,27,71,95,49,23,62,5
02/13/2015,13,2,false,99,83,24,93,70,18,89,84,14,58
12/11/2014,55,85,true,40,87,38,100,74,23,51,50,4,73
04/10/2015,56,7,true,83,77,100,51,29,100,100,81,74,60
03/07/2015,74,72,true,24,61,84,28,98,35,22,26,58,79
01/13/2015,84,86,true,51,64,33,8,5,42,30,34,69,43
01/20/2015,75,15,true,73,62,28,3,16,7,92,80,10,80
05/15/2015,81,72,false,80,7,83,89,11,5,56,92,24,76
03/29/2015,36,82,false,57,15,69,29,20,26,56,47,66,39
01/18/2015,44,56,true,32,17,30,42,67,13,48,90,14,93
09/14/2014,58,99,true,84,71,67,51,25,79,57,28,9,69
03/23/2015,84,27,true,5,68,37,6,5,2,24,90,58,30
05/15/2015,1,19,true,90,22,78,57,100,14,3,81,22,6
06/01/2014,15,93,false,16,69,32,44,8,41,95,24,14,17
09/01/2014,54,11,false,66,31,67,85,31,23,87,42,84,14
06/10/2014,64,85,true,14,56,63,13,31,72,85,96,81,14
12/17/2014,26,27,true,5,74,20,79,98,89,94,45,92,43
10/19/2014,32,10,false,68,62,45,81,43,75,92,33,11,10
10/28/2014,6,18,true,76,2,79,42,22,91,86,71,38,43
06/29/2015,96,19,false,40,47,24,86,17,34,94,7,87,97
11/30/2014,62,37,false,11,100,99,77,23,17,14,74,9,35
08/17/2014,81,97,false,89,33,19,30,19,84,91,96,8,98
11/28/2014,86,48,false,24,49,71,23,4,20,60,22,85,90
08/11/2014,47,77,false,95,94,19,86,18,98,90,52,17,54
10/07/2014,3,79,true,38,28,75,67,58,11,46,34,11,79
04/12/2015,87,98,false,35,25,31,46,13,73,40,85,87,27
03/25/2015,69,69,false,74,96,42,22,21,13,66,6,34,76
06/17/2014,4,91,false,40,27,63,18,16,50,49,7,41,44
05/14/2015,33,23,false,7,63,92,2,45,43,56,91,83,55
10/29/2014,6,75,false,100,27,95,74,92,63,79,60,54,3
08/04/2014,45,84,true,97,89,5,52,9,50,81,13,86,95
08/31/2014,79,22,false,84,33,34,33,3,60,9,47,97,45
03/28/2015,58,8,true,52,92,98,58,35,47,37,37,8,73
01/03/2015,99,2,false,2,22,80,87,76,7,28,92,69,82
06/02/2014,82,66,false,72,99,29,13,68,78,35,58,62,81
08/05/2014,82,39,false,74,69,16,56,95,100,87,94,76,8
03/10/2015,8,23,true,87,95,84,8,19,34,72,2,1,88
02/19/2015,71,64,false,1,38,18,12,37,71,93,22,74,24
08/19/2014,23,6,false,72,93,77,49,36,10,33,85,62,86
09/29/2014,84,54,false,33,50,53,59,92,98,24,59,23,79
10/18/2014,94,21,true,85,25,6,6,5,43,55,31,88,45
10/22/2014,50,24,false,34,33,96,43,19,36,100,93,100,41
07/18/2014,19,42,false,36,43,84,40,56,32,3,62,69,26
10/21/2014,71,67,false,7,75,46,17,29,19,3,28,94,51
01/03/2015,9,23,false,33,18,8,73,73,15,91,69,82,35
07/06/2014,35,53,false,45,36,82,36,95,49,71,16,70,44
01/19/2015,26,66,false,19,30,91,34,22,37,92,55,16,59
01/18/2015,71,14,true,40,68,57,18,27,21,13,21,12,74
02/07/2015,71,39,true,77,99,56,93,98,42,64,68,62,14
03/14/2015,3,99,true,68,66,44,4,47,78,64,55,70,70
03/16/2015,83,37,true,91,79,76,70,36,83,68,29,84,18
10/20/2014,16,60,false,47,37,17,30,68,28,81,26,95,52
11/30/2014,62,15,false,72,38,17,97,78,25,45,11,31,35
03/04/2015,72,26,false,69,75,5,40,73,1,50,8,64,98
04/20/2015,80,64,true,95,20,11,61,1,66,5,24,47,82
05/30/2015,32,11,true,46,1,21,76,32,74,34,56,29,52
06/01/2014,13,56,false,31,23,90,48,38,59,84,35,73,89
02/24/2015,27,72,true,49,62,44,74,50,34,1,69,65,74
05/26/2015,65,9,false,26,76,14,93,52,39,94,93,82,58
05/26/2015,25,58,true,78,46,1,34,77,38,86,39,32,37
03/04/2015,70,47,true,62,13,59,76,76,2,93,30,25,52
09/22/2014,17,97,false,18,66,55,68,98,44,15,81,90,87
11/08/2014,28,37,true,45,47,44,95,17,95,42,42,25,29
09/19/2014,7,85,true,9,73,73,27,60,13,63,96,12,66
07/02/2015,94,41,true,13,68,97,2,42,54,92,80,57,49
01/05/2015,20,42,false,36,95,89,93,91,78,57,98,58,64
12/30/2014,75,16,false,63,13,39,7,12,36,12,94,23,73
07/24/2014,79,61,false,43,54,87,61,54,41,67,46,50,66
06/26/2015,30,96,false,95,57,92,59,13,52,46,45,27,25
06/11/2015,1,78,false,74,99,59,50,97,34,69,29,81,25
02/24/2015,57,5,false,86,83,4,89,43,30,45,3,19,66
07/10/2014,37,36,true,13,36,97,55,97,4,91,22,54,70
03/03/2015,3,3,true,16,8,46,93,62,86,65,51,16,26
01/18/2015,35,48,false,71,51,27,95,80,93,77,43,37,26
02/05/2015,43,1,false,15,13,21,44,62,71,58,26,52,8
08/04/2014,81,20,false,1,18,12,45,8,59,66,65,100,67
01/09/2015,72,1,false,54,15,32,16,43,41,76,45,77,47
01/23/2015,91,46,true,51,78,52,55,21,35,66,61,75,47
06/06/2014,84,47,true,60,32,44,48,39,26,44,41,42,9
07/03/2014,6,46,true,19,63,1,63,13,83,48,82,30,34
11/30/2014,56,9,false,94,27,77,15,22,37,65,63,97,75
10/31/2014,13,52,false,64,90,71,17,67,63,49,2,74,87
08/11/2014,91,73,true,13,42,38,85,84,47,52,82,82,26
12/31/2014,46,73,false,54,46,69,34,84,19,95,32,42,96
08/31/2014,26,12,true,83,72,97,59,24,81,11,19,49,29
01/08/2015,98,72,true,69,59,16,93,34,40,27,10,79,90
12/09/2014,91,88,false,21,99,1,58,3,63,80,92,71,93
10/08/2014,62,39,false,87,75,39,16,68,21,96,80,4,100
12/04/2014,14,7,false,80,97,46,67,12,33,88,91,22,42
12/15/2014,35,91,true,39,47,70,42,3,40,43,79,13,16
05/26/2015,66,48,true,40,24,20,14,22,63,97,1,17,12
05/19/2015,12,39,true,35,42,18,97,2,61,53,37,57,42
06/29/2015,54,93,false,6,59,36,58,57,51,35,49,6,27
09/07/2014,3,15,true,100,20,2,48,63,49,22,59,15,74
09/25/2014,25,30,false,95,74,93,39,91,45,26,2,89,92
02/07/2015,37,15,true,17,46,3,56,9,88,3,1,6,64
04/08/2015,65,29,true,73,61,89,18,35,100,44,56,98,28
10/13/2014,31,27,true,23,54,76,8,78,11,50,48,98,56
05/14/2015,62,27,true,96,93,40,14,89,90,67,10,3,85
06/13/2015,37,41,true,75,9,73,66,45,55,83,87,58,86
01/25/2015,18,38,false,32,31,78,32,66,38,8,93,59,78
11/29/2014,39,14,false,77,80,94,16,89,71,86,74,54,49
10/13/2014,87,54,true,85,42,62,63,81,59,76,23,35,44
07/31/2014,63,35,true,97,32,26,67,10,75,16,53,36,66
08/03/2014,97,80,false,45,32,15,66,50,100,16,38,2,80
11/29/2014,10,36,false,88,90,67,51,47,83,42,3,52,47
12/13/2014,27,40,false,15,2,21,43,96,10,97,92,34,31
07/30/2014,61,15,false,82,46,46,74,38,78,100,48,2,16
03/16/2015,60,16,true,81,90,12,44,95,55,69,28,27,69
10/03/2014,51,31,false,47,64,20,51,54,13,87,36,21,74
10/27/2014,38,67,true,11,34,3,84,12,52,86,1,77,12
09/28/2014,98,57,true,42,33,72,26,78,90,22,83,30,41
11/25/2014,44,89,true,93,66,14,7,37,67,50,97,22,54
03/19/2015,41,59,true,96,96,18,38,69,29,38,59,68,30
09/11/2014,15,96,false,69,10,4,56,48,46,86,97,28,11
11/07/2014,52,9,false,12,97,40,14,39,2,20,48,15,32
02/16/2015,82,15,false,23,81,81,69,17,94,82,19,28,69
09/12/2014,77,78,false,71,57,37,20,18,24,1,52,61,86
11/26/2014,84,97,true,97,73,84,72,50,59,54,84,19,8
07/09/2014,15,41,false,33,53,83,70,98,29,100,99,23,94
06/19/2014,24,28,true,85,8,30,3,29,52,18,12,79,67
04/04/2015,42,11,false,26,84,99,99,97,63,36,43,99,55
12/16/2014,26,30,true,23,54,82,87,23,84,1,45,96,64
04/22/2015,51,28,false,51,11,72,65,6,70,85,77,48,62
10/22/2014,37,23,false,95,30,30,90,36,72,67,26,44,33
04/26/2015,67,69,true,4,94,49,22,4,40,45,47,83,21
08/30/2014,87,37,true,31,12,96,50,64,61,60,85,87,44
02/27/2015,44,87,false,97,85,94,49,19,29,62,92,38,98
07/24/2014,92,20,true,49,44,70,2,84,93,43,94,33,52
